"","iata","icao","name","lat","lon","zone"
"320","DUR","FALE","King Shaka International Airport",-29.61444444,31.11972222,"Temperate"
"321","SJO","MROC","Juan Santamaría International Airport",9.99386,-84.208801,"Tropical"
"322","BRI","LIBD","Bari Karol Wojtyła Airport",41.138901,16.760599,"Temperate"
"323","PSA","LIRP","Pisa International Airport",43.683899,10.3927,"Temperate"
"324","ONT","KONT","Ontario International Airport",34.05599976,-117.6009979,"Temperate"
"325","CTG","SKCG","Rafael Nuñez International Airport",10.4424,-75.513,"Tropical"
"326","CLO","SKCL","Alfonso Bonilla Aragon International Airport",3.54322,-76.3816,"Tropical"
"327","ANC","PANC","Ted Stevens Anchorage International Airport",61.17440033,-149.9960022,"Temperate"
"328","SVX","USSS","Koltsovo Airport",56.74309921,60.80270004,"Temperate"
"329","JAI","VIJP","Jaipur International Airport",26.8242,75.812202,"Temperate"
"330","NAY","ZBNY","Beijing Nanyuan Airport",39.78279877,116.3880005,"Temperate"
"331","SJD","MMSD","Los Cabos International Airport",23.15180016,-109.7210007,"Tropical"
"332","UIO","SEQM","Mariscal Sucre International Airport",-0.129166667,-78.3575,"Tropical"
"333","ISB","OPIS","Islamabad International Airport",33.549,72.82566,"Temperate"
"334","YOW","CYOW","Ottawa Macdonald-Cartier International Airport",45.32249832,-75.66919708,"Temperate"
"335","ABQ","KABQ","Albuquerque International Sunport",35.040199,-106.609001,"Temperate"
"336","FUE","GCFV","Fuerteventura Airport",28.45269966,-13.86380005,"Temperate"
"337","NCL","EGNT","Newcastle Airport",55.03749847,-1.691669941,"Temperate"
"338","LCY","EGLC","London City Airport",51.505299,0.055278,"Temperate"
"339","GDN","EPGD","Gdańsk Lech Wałęsa Airport",54.37760162,18.46619987,"Temperate"
"340","MLE","VRMM","Malé International Airport",4.191830158,73.52909851,"Tropical"
"341","CNS","YBCS","Cairns International Airport",-16.88579941,145.7550049,"Tropical"
"342","BTH","WIDD","Hang Nadim International Airport",1.121029973,104.1190033,"Tropical"
"343","JHG","ZPJH","Xishuangbanna Gasa Airport",21.97389984,100.7600021,"Tropical"
"344","LPL","EGGP","Liverpool John Lennon Airport",53.33359909,-2.849720001,"Temperate"
"345","PLM","WIPP","Sultan Mahmud Badaruddin II Airport",-2.898250103,104.6999969,"Tropical"
"346","OMA","KOMA","Eppley Airfield",41.3032,-95.894096,"Temperate"
"347","ADA","LTAF","Adana Şakirpaşa Airport",36.982201,35.280399,"Temperate"
"348","BUF","KBUF","Buffalo Niagara International Airport",42.94049835,-78.73220062,"Temperate"
"349","SRG","WAHS","Achmad Yani Airport",-6.97273,110.375,"Tropical"
"350","SAL","MSLP","Monseñor Óscar Arnulfo Romero International Airport",13.4409,-89.055702,"Tropical"
"351","PVR","MMPR","Licenciado Gustavo Díaz Ordaz International Airport",20.68009949,-105.2539978,"Tropical"
"352","TAE","RKTN","Daegu Airport",35.896872,128.65531,"Temperate"
"353","LHE","OPLA","Alama Iqbal International Airport",31.52160072,74.4036026,"Temperate"
"354","CAG","LIEE","Cagliari Elmas Airport",39.251499,9.05428,"Temperate"
"355","CHS","KCHS","Charleston International Airport",32.898602,-80.040497,"Temperate"
"356","LXA","ZULS","Lhasa Gonggar Airport",29.29780006,90.91190338,"Temperate"
"357","EMA","EGNX","East Midlands Airport",52.83110046,-1.328060031,"Temperate"
"358","MBJ","MKJS","Sangster International Airport",18.50370026,-77.91339874,"Tropical"
"359","MEM","KMEM","Memphis International Airport",35.04240036,-89.97669983,"Temperate"
"360","JHB","WMKJ","Senai International Airport",1.64131,103.669998,"Tropical"
"361","SIP","UKFF","Simferopol International Airport",45.0522,33.975101,"Temperate"
"362","HRG","HEGN","Hurghada International Airport",27.180325,33.807292,"Temperate"
"363","DVO","RPMD","Francisco Bangoy International Airport",7.12552,125.646004,"Tropical"
"364","PAT","VEPT","Lok Nayak Jayaprakash Airport",25.59129906,85.08799744,"Temperate"
"365","REP","VDSR","Siem Reap International Airport",13.41155,103.813044,"Tropical"
"366","TAS","UTTT","Tashkent International Airport",41.25790024,69.28119659,"Temperate"
"367","MSQ","UMMS","Minsk National Airport",53.888071,28.039964,"Temperate"
"368","RIC","KRIC","Richmond International Airport",37.50519943,-77.31970215,"Temperate"
"369","GYD","UBBB","Heydar Aliyev International Airport",40.46749878,50.04669952,"Temperate"
"370","YWG","CYWG","Winnipeg / James Armstrong Richardson International Airport",49.90999985,-97.23989868,"Temperate"
"371","VNO","EYVI","Vilnius International Airport",54.634102,25.285801,"Temperate"
"372","RNO","KRNO","Reno Tahoe International Airport",39.49909973,-119.7679977,"Temperate"
"373","TRD","ENVA","Trondheim Airport Værnes",63.4578018,10.9239998,"Temperate"
"374","OKC","KOKC","Will Rogers World Airport",35.39310074,-97.60070038,"Temperate"
"375","LUX","ELLX","Luxembourg-Findel International Airport",49.6233333,6.2044444,"Temperate"
"376","KRR","URKK","Krasnodar Pashkovsky International Airport",45.03469849,39.17050171,"Temperate"
"377","YHZ","CYHZ","Halifax / Stanfield International Airport",44.88079834,-63.50859833,"Temperate"
"378","CRK","RPLC","Diosdado Macapagal International Airport",15.186,120.559998,"Tropical"
"379","RHO","LGRP","Diagoras Airport",36.40539932,28.08620071,"Temperate"
"380","SDQ","MDSD","Las Américas International Airport",18.42970085,-69.66889954,"Tropical"
"381","SDF","KSDF","Louisville Muhammad Ali International Airport",38.1744,-85.736,"Temperate"
"382","BOI","KBOI","Boise Air Terminal/Gowen Field",43.5644,-116.223,"Temperate"
"383","ABV","DNAA","Nnamdi Azikiwe International Airport",9.006790161,7.263169765,"Tropical"
"384","SVG","ENZV","Stavanger Airport Sola",58.87670135,5.63778019,"Temperate"
"385","NUE","EDDN","Nuremberg Airport",49.498699,11.078056,"Temperate"
"386","ORF","KORF","Norfolk International Airport",36.89459991,-76.20120239,"Temperate"
"387","BBI","VEBS","Biju Patnaik Airport",20.24440002,85.81780243,"Tropical"
"388","TRN","LIMF","Turin Airport",45.200802,7.64963,"Temperate"
"389","MHD","OIMM","Mashhad International Airport",36.23519897,59.64099884,"Temperate"
"390","BVA","LFOB","Paris Beauvais Tillé Airport",49.454399,2.11278,"Temperate"
"391","GYE","SEGU","José Joaquín de Olmedo International Airport",-2.15741992,-79.88359833,"Tropical"
"392","LBA","EGNM","Leeds Bradford Airport",53.86589813,-1.660570025,"Temperate"
"393","PNK","WIOO","Supadio Airport",-0.150711,109.4039993,"Tropical"
"394","DLM","LTBS","Dalaman International Airport",36.71310043,28.79249954,"Temperate"
"395","PVD","KPVD","Theodore Francis Green State Airport",41.732601,-71.420403,"Temperate"
"396","TRV","VOTV","Trivandrum International Airport",8.48211956,76.92009735,"Tropical"
"397","MIG","ZUMY","Mianyang Airport",31.42810059,104.7409973,"Temperate"
"398","CUZ","SPZO","Alejandro Velasco Astete International Airport",-13.53569984,-71.938797,"Tropical"
"399","GEG","KGEG","Spokane International Airport",47.61989975,-117.5339966,"Temperate"
"400","TBS","UGTB","Tbilisi International Airport",41.6692009,44.95470047,"Temperate"
"401","NAS","MYNN","Lynden Pindling International Airport",25.039,-77.466202,"Temperate"
"402","AHB","OEAB","Abha International Airport",18.2404,42.656601,"Tropical"
"403","KOA","PHKO","Ellison Onizuka Kona International Airport at Keahole",19.738783,-156.045603,"Tropical"
"404","HDY","VTSS","Hat Yai International Airport",6.933209896,100.3929977,"Tropical"
"405","ECN","LCEN","Ercan International Airport",35.15470123,33.49610138,"Temperate"
"406","MRU","FIMP","Sir Seewoosagur Ramgoolam International Airport",-20.430201,57.683601,"Tropical"
"407","KBV","VTSG","Krabi Airport",8.09912014,98.98619843,"Tropical"
"408","FLN","SBFL","Hercílio Luz International Airport",-27.67027855,-48.55250168,"Temperate"
"409","GUM","PGUM","Antonio B. Won Pat International Airport",13.4834,144.796005,"Tropical"
"410","BJV","LTFE","Milas Bodrum International Airport",37.25059891,27.66430092,"Temperate"
"411","KTW","EPKT","Katowice International Airport",50.4743,19.08,"Temperate"
"412","TUS","KTUS","Tucson International Airport / Morris Air National Guard Base",32.115004,-110.938053,"Temperate"
"413","TZX","LTCG","Trabzon International Airport",40.99509811,39.78969955,"Temperate"
"414","CCJ","VOCL","Calicut International Airport",11.13679981,75.95529938,"Tropical"
"415","GRR","KGRR","Gerald R. Ford International Airport",42.88079834,-85.52279663,"Temperate"
"416","CZX","ZSCG","Changzhou Benniu Airport",31.919701,119.778999,"Temperate"
"417","PKU","WIBB","Sultan Syarif Kasim Ii (Simpang Tiga) Airport",0.460786015,101.4449997,"Tropical"
"418","BEL","SBBE","Val de Cans/Júlio Cezar Ribeiro International Airport",-1.37925005,-48.47629929,"Tropical"
"419","VRN","LIPX","Verona Villafranca Airport",45.395699,10.8885,"Temperate"
"420","BDJ","WAOO","Syamsudin Noor Airport",-3.44236,114.763,"Tropical"
"421","PDG","WIEE","Minangkabau International Airport",-0.786917,100.280998,"Tropical"
"422","LGB","KLGB","Long Beach Airport (Daugherty Field)",33.817699,-118.152,"Temperate"
"423","VVI","SLVR","Viru Viru International Airport",-17.6448,-63.135399,"Tropical"
"424","ELP","KELP","El Paso International Airport",31.80719948,-106.3779984,"Temperate"
"425","TSF","LIPH","Treviso-Sant'Angelo Airport",45.648399,12.1944,"Temperate"
"426","COR","SACO","Ingeniero Ambrosio Taravella Airport",-31.323601,-64.208,"Temperate"
"427","TIA","LATI","Tirana International Airport Mother Teresa",41.41469955,19.72060013,"Temperate"
"428","ZAG","LDZA","Zagreb Airport",45.74290085,16.06879997,"Temperate"
"429","PQC","VVPQ","Phu Quoc International Airport",10.1698,103.9931,"Tropical"
"430","MAH","LEMH","Menorca Airport",39.86259842,4.218649864,"Temperate"
"431","IXB","VEBD","Bagdogra Airport",26.68120003,88.32859802,"Temperate"
"432","BGW","ORBI","Baghdad International Airport / New Al Muthana Air Base",33.262501,44.2346,"Temperate"
"433","CBR","YSCB","Canberra International Airport",-35.30690002,149.1950073,"Temperate"
"434","SDJ","RJSS","Sendai Airport",38.139702,140.917007,"Temperate"
"435","GUA","MGGT","La Aurora Airport",14.5833,-90.527496,"Tropical"
"436","NAG","VANP","Dr. Babasaheb Ambedkar International Airport",21.092199,79.047203,"Tropical"
"437","VIX","SBVT","Eurico de Aguiar Salles Airport",-20.258057,-40.286388,"Tropical"
"438","VNS","VEBN","Lal Bahadur Shastri Airport",25.452129,82.861805,"Temperate"
"439","LIH","PHLI","Lihue Airport",21.97599983,-159.3390045,"Tropical"
"440","POS","TTPP","Piarco International Airport",10.59539986,-61.33720016,"Tropical"
"441","LOP","WADL","Lombok International Airport",-8.757322,116.276675,"Tropical"
"442","WRO","EPWR","Copernicus Wrocław Airport",51.10269928,16.88579941,"Temperate"
"443","BDO","WICC","Husein Sastranegara International Airport",-6.900629997,107.5759964,"Tropical"
"444","GYN","SBGO","Santa Genoveva Airport",-16.63199997,-49.22069931,"Tropical"
"445","IDR","VAID","Devi Ahilyabai Holkar Airport",22.72179985,75.80110168,"Tropical"
"446","VVO","UHWW","Vladivostok International Airport",43.396256,132.148155,"Temperate"
"447","CJB","VOCB","Coimbatore International Airport",11.02999973,77.04340363,"Tropical"
"448","BLL","EKBI","Billund Airport",55.74029922,9.151780128,"Temperate"
"449","SFB","KSFB","Orlando Sanford International Airport",28.77759933,-81.23750305,"Temperate"
"450","OLB","LIEO","Olbia Costa Smeralda Airport",40.898701,9.51763,"Temperate"
"451","KNH","RCBS","Kinmen Airport",24.4279,118.359001,"Temperate"
"452","KRT","HSSK","Khartoum International Airport",15.5895,32.5532,"Tropical"
"453","WMI","EPMO","Modlin Airport",52.451099,20.6518,"Temperate"
"454","MZG","RCQC","Penghu Magong Airport",23.568701,119.627998,"Temperate"
"455","SPU","LDSP","Split Airport",43.53889847,16.29800034,"Temperate"
"456","ZHA","ZGZJ","Zhanjiang Xintang Airport",21.214399,110.358002,"Tropical"
"457","KMJ","RJFT","Kumamoto Airport",32.83729935,130.8549957,"Temperate"
"458","BHM","KBHM","Birmingham-Shuttlesworth International Airport",33.56290054,-86.75350189,"Temperate"
"459","ALB","KALB","Albany International Airport",42.74829865,-73.80169678,"Temperate"
"460","SXR","VISR","Sheikh ul Alam Airport",33.98709869,74.77420044,"Temperate"
"461","TUL","KTUL","Tulsa International Airport",36.19839859,-95.88809967,"Temperate"
"462","NTG","ZSNT","Nantong Airport",32.07080078,120.9759979,"Temperate"
"463","SUF","LICA","Lamezia Terme Airport",38.905399,16.2423,"Temperate"
"464","EVN","UDYZ","Zvartnots International Airport",40.14730072,44.39590073,"Temperate"
"465","UKB","RJBE","Kobe Airport",34.63280106,135.223999,"Temperate"
"466","LGK","WMKL","Langkawi International Airport",6.329730034,99.72869873,"Tropical"
"467","CGB","SBCY","Marechal Rondon Airport",-15.65289974,-56.11669922,"Tropical"
"468","MYJ","RJOM","Matsuyama Airport",33.82720184,132.6999969,"Temperate"
"469","RMQ","RCMQ","Taichung International Airport / Ching Chuang Kang Air Base",24.2647,120.621002,"Temperate"
"470","NGS","RJFU","Nagasaki Airport",32.91690063,129.9140015,"Temperate"
"471","MAO","SBEG","Eduardo Gomes International Airport",-3.03861,-60.049702,"Tropical"
"472","KIV","LUKK","Chişinău International Airport",46.92770004,28.93099976,"Temperate"
"473","VTZ","VOVZ","Visakhapatnam Airport",17.721201,83.224503,"Tropical"
"474","YIH","ZHYC","Yichang Sanxia Airport",30.55655,111.479988,"Temperate"
"475","SAV","KSAV","Savannah Hilton Head International Airport",32.12760162,-81.20210266,"Temperate"
"476","KZN","UWKD","Kazan International Airport",55.60620117,49.27870178,"Temperate"
"477","CFU","LGKR","Ioannis Kapodistrias International Airport",39.60189819,19.9116993,"Temperate"
"478","CCS","SVMI","Simón Bolívar International Airport",10.601194,-66.991222,"Tropical"
"479","YTZ","CYTZ","Billy Bishop Toronto City Centre Airport",43.627499,-79.396202,"Temperate"
"480","FNC","LPMA","Madeira Airport",32.697899,-16.7745,"Temperate"
"481","HIJ","RJOA","Hiroshima Airport",34.4361,132.919006,"Temperate"
"482","DSM","KDSM","Des Moines International Airport",41.5340004,-93.6631012,"Temperate"
"483","TLL","EETN","Lennart Meri Tallinn Airport",59.41329956,24.83279991,"Temperate"
"484","ILO","RPVI","Iloilo International Airport",10.833017,122.493358,"Tropical"
"485","SCQ","LEST","Santiago de Compostela Airport",42.89630127,-8.415140152,"Temperate"
"486","FLR","LIRQ","Peretola Airport",43.810001,11.2051,"Temperate"
"487","CEI","VTCT","Mae Fah Luang - Chiang Rai International Airport",19.952299,99.882896,"Tropical"
"488","PFO","LCPH","Paphos International Airport",34.7179985,32.4856987,"Temperate"
"489","ROV","URRP","Platov International Airport",47.493888,39.924722,"Temperate"
"490","MDC","WAMM","Sam Ratulangi Airport",1.54926002,124.9260025,"Tropical"
"491","CJJ","RKTU","Cheongju International Airport/Cheongju Air Base (K-59/G-513)",36.717008,127.498741,"Temperate"
"492","SZB","WMSA","Sultan Abdul Aziz Shah International Airport",3.130579948,101.5490036,"Tropical"
"493","ACC","DGAA","Kotoka International Airport",5.6051898,-0.166786,"Tropical"
"494","HBA","YMHB","Hobart International Airport",-42.83610153,147.5099945,"Temperate"
"495","ATQ","VIAR","Sri Guru Ram Dass Jee International Airport",31.70960045,74.79730225,"Temperate"
"496","WEH","ZSWH","Weihai Airport",37.18709946,122.2289963,"Temperate"
"497","DJJ","WAJJ","Sentani International Airport",-2.57695,140.516006,"Tropical"
"498","CLJ","LRCL","Cluj-Napoca International Airport",46.785198,23.686199,"Temperate"
"499","LPB","SLLP","El Alto International Airport",-16.51329994,-68.19229889,"Tropical"
"500","DYG","ZGDY","Dayong Airport",29.1028,110.443001,"Temperate"
"501","MID","MMMD","Licenciado Manuel Crescencio Rejon Int Airport",20.93700027,-89.65769959,"Tropical"
"502","DBV","LDDU","Dubrovnik Airport",42.56140137,18.26819992,"Temperate"
"503","XUZ","ZSXZ","Xuzhou Guanyin Airport",34.059056,117.555278,"Temperate"
"504","BAQ","SKBQ","Ernesto Cortissoz International Airport",10.8896,-74.7808,"Tropical"
"505","DTM","EDLW","Dortmund Airport",51.5182991,7.612239838,"Temperate"
"506","AUA","TNCA","Queen Beatrix International Airport",12.5014,-70.015198,"Tropical"
"507","BJX","MMLO","Del Bajío International Airport",20.9935,-101.481003,"Tropical"
"508","HUZ","ZGHZ","Huizhou Pingtan Airport",23.049999,114.599998,"Tropical"
"509","BDS","LIBR","Brindisi Airport",40.6576,17.947001,"Temperate"
"510","IEV","UKKK","Kiev Zhuliany International Airport",50.40194,30.45194,"Temperate"
"511","PSP","KPSP","Palm Springs International Airport",33.8297,-116.507004,"Temperate"
"512","KUF","UWWW","Kurumoch International Airport",53.50490189,50.16429901,"Temperate"
"513","BMA","ESSB","Stockholm-Bromma Airport",59.35440063,17.94169998,"Temperate"
"514","KMI","RJFM","Miyazaki Airport",31.87719917,131.4490051,"Temperate"
"515","MYR","KMYR","Myrtle Beach International Airport",33.67969894,-78.92829895,"Temperate"
"516","ROC","KROC","Greater Rochester International Airport",43.1189003,-77.67240143,"Temperate"
"517","SYR","KSYR","Syracuse Hancock International Airport",43.11119843,-76.10630035,"Temperate"
"518","ORK","EICK","Cork Airport",51.84130096,-8.491109848,"Temperate"
"519","UFA","UWUU","Ufa International Airport",54.55749893,55.87440109,"Temperate"
"520","IXR","VERC","Birsa Munda Airport",23.31430054,85.32170105,"Tropical"
"521","YTY","ZSYA","Yangzhou Taizhou Airport",32.5634,119.7198,"Temperate"
"522","DSS","GOBD","Blaise Diagne International Airport",14.67,-17.073333,"Tropical"
"523","UTH","VTUD","Udon Thani Airport",17.38640022,102.788002,"Tropical"
"524","KLO","RPVK","Kalibo International Airport",11.67940044,122.3759995,"Tropical"
"525","VTE","VLVT","Wattay International Airport",17.98830032,102.5630035,"Tropical"
"526","GSP","KGSP","Greenville Spartanburg International Airport",34.895699,-82.218903,"Temperate"
"527","KHG","ZWSH","Kashgar Airport",39.54290009,76.01999664,"Temperate"
"528","CBB","SLCB","Jorge Wilsterman International Airport",-17.42110062,-66.17710114,"Tropical"
"529","HPH","VVCI","Cat Bi International Airport",20.81940079,106.7249985,"Tropical"
"530","HLD","ZBLA","Hulunbuir Hailar Airport",49.205002,119.824997,"Temperate"
"531","NAN","NFFN","Nadi International Airport",-17.7553997,177.4429932,"Tropical"
"532","BHD","EGAC","George Best Belfast City Airport",54.61809921,-5.872499943,"Temperate"
"533","TYS","KTYS","McGhee Tyson Airport",35.81100082,-83.9940033,"Temperate"
"534","MYY","WBGR","Miri Airport",4.32201004,113.9869995,"Tropical"
"535","YCU","ZBYC","Yuncheng Guangong Airport",35.116391,111.0313889,"Temperate"
"536","ABZ","EGPD","Aberdeen Dyce Airport",57.20190048,-2.197779894,"Temperate"
"537","CUL","MMCL","Bachigualato Federal International Airport",24.7645,-107.474998,"Temperate"
"538","LEJ","EDDP","Leipzig/Halle Airport",51.423889,12.236389,"Temperate"
"539","ISG","ROIG","New Ishigaki Airport",24.396389,124.245,"Temperate"
"540","ZQN","NZQN","Queenstown International Airport",-45.021099,168.738998,"Temperate"
"541","GZT","LTAJ","Gaziantep International Airport",36.94720078,37.47869873,"Temperate"
"542","BHY","ZGBH","Beihai Fucheng Airport",21.5394,109.293999,"Tropical"
"543","NYO","ESKN","Stockholm Skavsta Airport",58.788601,16.912201,"Temperate"
"544","DSN","ZBDS","Ordos Ejin Horo Airport",39.49,109.8613889,"Temperate"
"545","UYN","ZLYL","Yulin Yuyang Airport",38.35971,109.590927,"Temperate"
"546","BGI","TBPB","Grantley Adams International Airport",13.0746,-59.4925,"Tropical"
"547","IKT","UIII","Irkutsk Airport",52.26800156,104.3889999,"Temperate"
"548","RUN","FMEE","Roland Garros Airport",-20.88710022,55.51029968,"Tropical"
"549","TKG","WILL","Radin Inten II International Airport",-5.240556,105.175556,"Tropical"
"550","MRV","URMM","Mineralnyye Vody Airport",44.22510147,43.08190155,"Temperate"
"551","GIZ","OEGN","Jizan Regional Airport / King Abdullah bin Abdulaziz Airport",16.9011,42.5858,"Tropical"
"552","RPR","VERP","Swami Vivekananda Airport",21.180401,81.7388,"Tropical"
"553","KJA","UNKL","Krasnoyarsk International Airport",56.173077,92.492437,"Temperate"
"554","IXC","VICG","Chandigarh Airport",30.67350006,76.78849792,"Temperate"
"555","KRL","ZWKL","Korla Airport",41.69779968,86.12889862,"Temperate"
"556","SKP","LWSK","Skopje International Airport",41.961601,21.621401,"Temperate"
"557","CJC","SCCF","El Loa Airport",-22.49819946,-68.9036026,"Tropical"
"558","MSN","KMSN","Dane County Regional Truax Field",43.13990021,-89.33750153,"Temperate"
"559","IGU","SBFI","Cataratas International Airport",-25.60027885,-54.48500061,"Temperate"
"560","NAT","SBSG","São Gonçalo do Amarante - Governador Aluízio Alves International Airport",-5.769804,-35.366578,"Tropical"
"561","DAR","HTDA","Julius Nyerere International Airport",-6.87811,39.202599,"Tropical"
"562","CGY","RPMY","Laguindingan Airport",8.612203,124.456496,"Tropical"
"563","ABJ","DIAP","Félix-Houphouët-Boigny International Airport",5.26139,-3.92629,"Tropical"
"564","ASB","UTAA","Ashgabat International Airport",37.986801,58.361,"Temperate"
"565","SMR","SKSM","Simón Bolívar International Airport",11.1196,-74.2306,"Tropical"
"566","PPS","RPVP","Puerto Princesa Airport",9.742119789,118.7590027,"Tropical"
"567","USM","VTSM","Samui Airport",9.547789574,100.0619965,"Tropical"
"568","TOS","ENTC","Tromsø Airport",69.6832962,18.91889954,"Frigid"
"569","KGD","UMKK","Khrabrovo Airport",54.88999939,20.59259987,"Temperate"
"570","PNS","KPNS","Pensacola International Airport",30.4734,-87.1866,"Temperate"
"571","YLW","CYLW","Kelowna International Airport",49.9561,-119.377998,"Temperate"
"572","ANF","SCFA","Andrés Sabella Gálvez International Airport",-23.444501,-70.445099,"Temperate"
"573","BRE","EDDW","Bremen Airport",53.04750061,8.786669731,"Temperate"
"574","PTP","TFFR","Pointe-à-Pitre Le Raizet",16.265301,-61.531799,"Tropical"
"575","PIE","KPIE","St Petersburg Clearwater International Airport",27.91020012,-82.68740082,"Temperate"
"576","KOE","WATT","El Tari Airport",-10.17160034,123.6709976,"Tropical"
"577","CHQ","LGSA","Chania International Airport",35.53170013,24.14970016,"Temperate"
"578","MDZ","SAME","El Plumerillo Airport",-32.83169937,-68.79290009,"Temperate"
"579","PRN","BKPR","Priština Adem Jashari International Airport",42.5728,21.035801,"Temperate"
"580","KBL","OAKB","Hamid Karzai International Airport",34.565899,69.212303,"Temperate"
"581","KGS","LGKO","Kos Airport",36.79330063,27.0916996,"Temperate"
"582","PWM","KPWM","Portland International Jetport",43.646198,-70.309303,"Temperate"
"583","JTR","LGSR","Santorini Airport",36.39920044,25.47929955,"Temperate"
"584","LIT","KLIT","Bill & Hillary Clinton National Airport/Adams Field",34.72940063,-92.22429657,"Temperate"
"585","ASR","LTAU","Kayseri Erkilet Airport",38.770401,35.49539948,"Temperate"
"586","HBE","HEBA","Borg El Arab International Airport",30.91769981,29.69639969,"Temperate"
"587","LYI","ZSLY","Shubuling Airport",35.04610062,118.4120026,"Temperate"
"588","DRW","YPDN","Darwin International Airport",-12.41469955,130.8769989,"Tropical"
"589","LAD","FNLU","Quatro de Fevereiro Airport",-8.85837,13.2312,"Tropical"
"590","GSO","KGSO","Piedmont Triad International Airport",36.09780121,-79.93730164,"Temperate"
"591","TRF","ENTO","Sandefjord Airport, Torp",59.18669891,10.25860024,"Temperate"
"592","LUM","ZPMS","Dehong Mangshi Airport",24.4011,98.5317,"Temperate"
"593","BAV","ZBOW","Baotou Airport",40.56000137,109.9970016,"Temperate"
"594","ADZ","SKSP","Gustavo Rojas Pinilla International Airport",12.5836,-81.7112,"Tropical"
"595","MDL","VYMD","Mandalay International Airport",21.70219994,95.97789764,"Tropical"
"596","SOC","WAHQ","Adisumarmo International Airport",-7.513564,110.750494,"Tropical"
"597","KHV","UHHH","Khabarovsk-Novy Airport",48.52799988,135.1880035,"Temperate"
"598","KOS","VDSV","Sihanoukville International Airport",10.5797,103.637001,"Tropical"
"599","BTS","LZIB","M. R. Štefánik Airport",48.17020035,17.21269989,"Temperate"
"600","MCZ","SBMO","Zumbi dos Palmares Airport",-9.510809898,-35.79169846,"Tropical"
"601","TAK","RJOT","Takamatsu Airport",34.21419907,134.0160065,"Temperate"
"602","LIL","LFQQ","Lille-Lesquin Airport",50.563332,3.086886,"Temperate"
"603","SYZ","OISS","Shiraz Shahid Dastghaib International Airport",29.5392,52.589802,"Temperate"
"604","HIA","ZSSH","Lianshui Airport",33.79083333,119.125,"Temperate"
"605","SSH","HESH","Sharm El Sheikh International Airport",27.97730064,34.39500046,"Temperate"
"606","BZE","MZBZ","Philip S. W. Goldson International Airport",17.53910065,-88.30819702,"Tropical"
"607","AGA","GMAD","Al Massira Airport",30.322478,-9.412003,"Temperate"
"608","YYJ","CYYJ","Victoria International Airport",48.64690018,-123.4260025,"Temperate"
"609","PGK","WIPK","Pangkal Pinang (Depati Amir) Airport",-2.162199974,106.1389999,"Tropical"
"610","SOQ","WASS","Domine Eduard Osok Airport",-0.894,131.287,"Tropical"
"611","YNZ","ZSYN","Yancheng Airport",33.425833,120.203056,"Temperate"
"612","HLA","FALA","Lanseria Airport",-25.93849945,27.92609978,"Temperate"
"613","VII","VVVH","Vinh Airport",18.73760033,105.6709976,"Tropical"
"614","FRU","UCFM","Manas International Airport",43.06129837,74.4776001,"Temperate"
"615","MVD","SUMU","Carrasco International /General C L Berisso Airport",-34.838402,-56.0308,"Temperate"
"616","SEN","EGMC","Southend Airport",51.5714,0.695556,"Temperate"
"617","YIW","ZSYW","Yiwu Airport",29.34469986,120.0319977,"Temperate"
"618","MMX","ESMS","Malmö Sturup Airport",55.53630536,13.37619781,"Temperate"
"619","BOJ","LBBG","Burgas Airport",42.56959915,27.51519966,"Temperate"
"620","KWJ","RKJJ","Gwangju Airport",35.123173,126.805444,"Temperate"
"621","FDF","TFFF","Martinique Aimé Césaire International Airport",14.5909996,-61.00320053,"Tropical"
"622","MPH","RPVE","Godofredo P. Ramos Airport",11.9245,121.954002,"Tropical"
"623","IXE","VOML","Mangalore International Airport",12.9612999,74.89009857,"Tropical"
"624","POM","AYPY","Port Moresby Jacksons International Airport",-9.443380356,147.2200012,"Tropical"
"625","MPL","LFMT","Montpellier-Méditerranée Airport",43.57619858,3.963010073,"Temperate"
"626","KKC","VTUK","Khon Kaen Airport",16.46660042,102.7839966,"Tropical"
"627","DLU","ZPDL","Dali Airport",25.649401,100.319,"Temperate"
"628","FAT","KFAT","Fresno Yosemite International Airport",36.776199,-119.718002,"Temperate"
"629","TJM","USTR","Roshchino International Airport",57.1896019,65.32430267,"Temperate"
"630","AQP","SPQU","Rodríguez Ballón International Airport",-16.34110069,-71.58309937,"Tropical"
"631","BGA","SKBG","Palonegro Airport",7.1265,-73.1848,"Tropical"
"632","POZ","EPPO","Poznań-Ławica Airport",52.42100143,16.82629967,"Temperate"
"633","ZYI","ZUZY","Zunyi Xinzhou Airport",27.5895,107.0007,"Temperate"
"634","NVT","SBNF","Ministro Victor Konder International Airport",-26.879999,-48.651402,"Temperate"
"635","EBL","ORER","Erbil International Airport",36.23759842,43.96319962,"Temperate"
"636","NJF","ORNI","Al Najaf International Airport",31.989853,44.404317,"Temperate"
"637","SRQ","KSRQ","Sarasota Bradenton International Airport",27.39539909,-82.55439758,"Temperate"
"638","HUI","VVPB","Phu Bai International Airport",16.401501,107.703003,"Tropical"
"639","PEI","SKPE","Matecaña International Airport",4.81267,-75.7395,"Tropical"
"640","YQB","CYQB","Quebec Jean Lesage International Airport",46.7911,-71.393303,"Temperate"
"641","URT","VTSB","Surat Thani Airport",9.132599831,99.13559723,"Tropical"
"642","SBW","WBGS","Sibu Airport",2.261600018,111.9850006,"Tropical"
